securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Britannia Industries Ltd,0P0000BBOS,0P0000BBOS,E,0.4283,180084.0,11653491.0,0.0,India,500825,24.0729,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [11289405.0, 11305767.0, 11373451.0, 11653491.0]}",Equity,INE216A01030,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.7451,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,11653490.65,False
PB Fintech Ltd,0P0001NRX9,0P0001NRX9,E,0.4093,516520.0,11136435.0,0.0,India,543390,-9.8785,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [9199057.0, 9919621.0, 10149725.0, 11136435.0]}",Equity,INE417T01026,,,,,,2022-06-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.7977,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,11136435.31,False
Persistent Systems Ltd,0P0000NR9S,0P0000NR9S,E,0.39808,157748.0,10831372.0,0.0,India,PERSISTENT,-1.0014,,3,Fairly Valued,,Technology,technology,"{'trend': [7960360.0, 10039416.0, 10826823.0, 10831372.0]}",Equity,INE262H01021,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,12.4722,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,10831371.72,False
Varun Beverages Ltd,0P000195NX,0P000195NX,E,0.3967,2038160.0,10793642.0,0.0,India,VBL,-25.501,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [9462901.0, 10296390.0, 10603225.0, 10793642.0]}",Equity,INE200M01039,,,,,,2021-03-22T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.2928,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,10793642.41,False
Tata Power Co Ltd,0P0000C130,0P0000C130,E,0.39546,2557472.0,10760035.0,0.0,India,500400,-11.4147,,3,Fairly Valued,,Utilities,utilities,"{'trend': [10400786.0, 11138612.0, 10778173.0, 10760035.0]}",Equity,INE245A01021,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,39.4179,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,10760035.2,False
Cummins India Ltd,0P0000CJ5A,0P0000CJ5A,E,0.38086,206608.0,10362756.0,0.0,India,500480,28.9332,,2,Overvalued,,Industrials,industrials,"{'trend': [8488860.0, 9654268.0, 9998057.0, 10362756.0]}",Equity,INE298A01020,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.7749,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,10362755.74,False
Indian Hotels Co Ltd,0P0000BOL1,0P0000BOL1,E,0.38042,1282924.0,10350856.0,0.0,India,500850,-11.8994,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [9669655.0, 10236704.0, 10315904.0, 10350856.0]}",Equity,INE053A01029,,,,,,2022-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.3212,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,10350856.02,False
Indian Oil Corp Ltd,0P0000CDMO,0P0000CDMO,E,0.37676,5726392.0,10251164.0,0.0,India,IOC,17.8046,,3,Fairly Valued,,Energy,energy,"{'trend': [8975538.0, 10218799.0, 10006534.0, 10251164.0]}",Equity,INE242A01010,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,39.9655,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,10251163.81,False
Bajaj Auto Ltd,0P0000HJ9S,0P0000HJ9S,E,0.37529,101908.0,10211102.0,0.0,India,532977,2.9222,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [9254428.0, 9747754.0, 9989447.0, 10211102.0]}",Equity,INE917I01010,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,15.1096,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,10211101.52,False
Adani Enterprises Ltd,0P0000C2FU,0P0000C2FU,E,0.36732,396464.0,9994201.0,0.0,India,512599,-5.9514,,3,Fairly Valued,,Energy,energy,"{'trend': [10395948.0, 10580420.0, 9766412.0, 9994201.0]}",Equity,INE423A01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.8601,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,9994201.24,False
Coforge Ltd,0P0000CI2P,0P0000CI2P,E,0.36388,485808.0,9900579.0,0.0,India,532541,1.5661,,2,Overvalued,,Technology,technology,"{'trend': [8087820.0, 9291659.0, 10017530.0, 9900579.0]}",Equity,INE591G01025,,,,,,2025-06-05T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,20.9967,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,9900579.39,False
LTIMindtree Ltd,0P00018E7G,0P00018E7G,E,0.3621,141425.0,9852246.0,0.0,India,540005,-4.7273,,3,Fairly Valued,,Technology,technology,"{'trend': [7634183.0, 8648745.0, 9315603.0, 9852246.0]}",Equity,INE214T01019,,,,,,2018-09-24T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.1757,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,9852245.73,False
Suzlon Energy Ltd,0P0000B5TM,0P0000B5TM,E,0.35097,16580292.0,9549426.0,0.0,India,532667,-19.3612,,3,Fairly Valued,,Industrials,industrials,"{'trend': [9550940.0, 10575947.0, 9674414.0, 9549426.0]}",Equity,INE040H01021,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.3642,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,9549426.1,False
Avenue Supermarts Ltd,0P00019ZT6,0P00019ZT6,E,0.34804,223360.0,9469841.0,0.0,India,540376,4.2587,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [10460053.0, 9979115.0, 9643697.0, 9469841.0]}",Equity,INE192R01011,,,,,,2018-02-28T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.2185,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,9469841.05,False
Indus Towers Ltd Ordinary Shares,0P0000XSHW,0P0000XSHW,E,0.3367,2017220.0,9161266.0,0.0,India,534816,20.8236,,5,Undervalued,,Communication Services,communicationsServices,"{'trend': [7237980.0, 7889501.0, 8739973.0, 9161266.0]}",Equity,INE121J01017,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.7878,4.0,2025-12-03T06:00:00.000,Low,,,5,Quan,ST,IND,Indian Rupee,9161266.42,False
BSE Ltd,0P00019P2F,0P00019P2F,E,0.33561,305724.0,9131624.0,0.0,India,BSE,46.6484,,2,Overvalued,,Financial Services,financialService,"{'trend': [6526779.0, 8152268.0, 9586170.0, 9131624.0]}",Equity,INE118H01025,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.7061,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,9131624.49,False
Samvardhana Motherson International Ltd,0P0000ASGA,0P0000ASGA,E,0.32581,6686056.0,8864916.0,0.0,India,MOTHERSON,10.9291,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [7391612.0, 7579555.0, 8401305.0, 8864916.0]}",Equity,INE775A01035,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.0874,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,8864916.26,False
HDFC Asset Management Co Ltd,0P0001E4ME,0P0001E4ME,E,0.32381,298744.0,8810394.0,0.0,India,541729,19.892,,2,Overvalued,,Financial Services,financialService,"{'trend': [8647434.0, 8642575.0, 8626934.0, 8810394.0]}",Equity,INE127D01025,,,,,,2018-12-24T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.9101,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,8810393.86,False
Lupin Ltd,0P0000AU6O,0P0000AU6O,E,0.31208,368544.0,8491339.0,0.0,India,500257,0.4251,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [7370803.0, 7783818.0, 8290297.0, 8491339.0]}",Equity,INE326A01037,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.1656,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,8491338.6,False
Power Finance Corp Ltd,0P0000C7WC,0P0000C7WC,E,0.31005,2225224.0,8436174.0,0.0,India,532810,-28.922,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [9552542.0, 9652071.0, 8719260.0, 8436174.0]}",Equity,INE134E01011,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,15.9357,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,8436173.77,True
The Federal Bank Ltd,0P0000AS0I,0P0000AS0I,E,0.29319,2762684.0,7977248.0,0.0,India,FEDERALBNK,23.4484,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [5577346.0, 7031317.0, 7697941.0, 7977248.0]}",Equity,INE171A01029,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.1782,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7977248.14,False
Info Edge (India) Ltd,0P0000C36K,0P0000C36K,E,0.2899,530480.0,7887775.0,0.0,India,NAUKRI,-19.6859,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [7267831.0, 7864754.0, 7623322.0, 7887775.0]}",Equity,INE663F01032,,,,,,2025-05-08T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.1659,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7887774.67,False
ICICI Lombard General Insurance Co Ltd,0P0001BOOT,0P0001BOOT,E,0.28748,364356.0,7821829.0,0.0,India,540716,-0.6745,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [7205073.0, 7813725.0, 7756409.0, 7821829.0]}",Equity,INE765G01017,,,,,,2018-08-13T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.1211,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,7821828.71,False
Pidilite Industries Ltd,0P0000CC4H,0P0000CC4H,E,0.28497,477432.0,7753680.0,0.0,India,PIDILITIND,-6.4732,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [7333887.0, 7418764.0, 7581028.0, 7753680.0]}",Equity,INE318A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.2062,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,7753679.56,False
Godrej Consumer Products Ltd,0P0000AGMV,0P0000AGMV,E,0.28224,604468.0,7679363.0,0.0,India,532424,5.7342,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [7380802.0, 7273116.0, 7481086.0, 7679363.0]}",Equity,INE102D01028,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.1053,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7679362.7,False
Ashok Leyland Ltd,0P0000AX98,0P0000AX98,E,0.28168,4319224.0,7664226.0,0.0,India,500477,45.2469,24.0964,2,Overvalued,,Industrials,industrials,"{'trend': [6448148.0, 6575467.0, 7378207.0, 7664226.0]}",Equity,INE208A01029,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.3515,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,7664226.48,False
GAIL (India) Ltd,0P0000BQWX,0P0000BQWX,E,0.2809,4087488.0,7642976.0,0.0,India,532155,-13.088,,3,Fairly Valued,,Utilities,utilities,"{'trend': [7540164.0, 8035447.0, 7775879.0, 7642976.0]}",Equity,INE129A01019,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.1568,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,7642976.01,False
Max Financial Services Ltd,0P0000CDR9,0P0000CDR9,E,0.2757,397860.0,7501459.0,0.0,India,500271,52.5382,,2,Overvalued,,Financial Services,financialService,"{'trend': [6560781.0, 6618394.0, 7316000.0, 7501459.0]}",Equity,INE180A01020,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.0453,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,7501458.65,False
DLF Ltd,0P0000BH5M,0P0000BH5M,E,0.27296,967428.0,7426888.0,0.0,India,532868,-18.591,31.9489,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [7217799.0, 7869668.0, 7562677.0, 7426888.0]}",Equity,INE271C01023,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.8029,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,7426887.63,False
One97 Communications Ltd,0P0001NT64,0P0001NT64,E,0.27267,523500.0,7418978.0,0.0,India,543396,36.6881,,2,Overvalued,,Technology,technology,"{'trend': [6156053.0, 7338379.0, 7468722.0, 7418978.0]}",Equity,INE982J01020,,,,,,2022-06-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.2164,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,7418977.92,False
CG Power & Industrial Solutions Ltd,0P0000AXMJ,0P0000AXMJ,E,0.27136,1000932.0,7383334.0,0.0,India,500093,-14.763,,3,Fairly Valued,,Industrials,industrials,"{'trend': [7760507.0, 7931187.0, 7276347.0, 7383334.0]}",Equity,INE067A01029,,,,,,2022-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.7087,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7383334.38,False
REC Ltd,0P0000D6F9,0P0000D6F9,E,0.26742,1911124.0,7276041.0,0.0,India,532955,-34.9652,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [7456236.0, 7705819.0, 7451335.0, 7276041.0]}",Equity,INE020B01018,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,15.74,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,7276040.68,True
Ambuja Cements Ltd,0P0000B269,0P0000B269,E,0.26667,1222896.0,7255764.0,0.0,India,500425,-3.8374,25.0,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [7293280.0, 7437342.0, 7268896.0, 7255764.0]}",Equity,INE079A01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.5636,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7255763.88,False
Dixon Technologies (India) Ltd,0P0001BMLT,0P0001BMLT,E,0.2655,50256.0,7224005.0,0.0,India,540699,-24.3363,,3,Fairly Valued,,Technology,technology,"{'trend': [8583371.0, 8375753.0, 7927365.0, 7224005.0]}",Equity,INE935N01020,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.9834,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,7224004.52,False
Hindustan Petroleum Corp Ltd,0P0000BEOS,0P0000BEOS,E,0.26307,1443464.0,7157811.0,0.0,India,HINDPETRO,15.4724,,5,Undervalued,,Energy,energy,"{'trend': [6697277.0, 7390695.0, 7134366.0, 7157811.0]}",Equity,INE094A01015,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,42.5283,1.0,2025-12-03T06:00:00.000,Severe,,,5,Quan,ST,IND,Indian Rupee,7157811.36,False
Fortis Healthcare Ltd,0P0000CI1K,0P0000CI1K,E,0.26049,748256.0,7087542.0,0.0,India,532843,21.4514,,2,Overvalued,,Healthcare,healthcare,"{'trend': [7593273.0, 8234163.0, 7429700.0, 7087542.0]}",Equity,INE061F01013,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.8055,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,7087542.44,False
United Spirits Ltd,0P0000AHEC,0P0000AHEC,E,0.26034,445324.0,7083389.0,0.0,India,532432,-4.4062,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [6171050.0, 6856611.0, 6983633.0, 7083389.0]}",Equity,INE854D01024,,,,,,2018-08-13T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.0179,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,7083389.44,False
SRF Ltd,0P0000AN5W,0P0000AN5W,E,0.25909,216380.0,7049503.0,0.0,India,SRF,31.8601,39.0625,1,Overvalued,,Industrials,industrials,"{'trend': [6393180.0, 6820736.0, 6842939.0, 7049503.0]}",Equity,INE647A01010,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,37.9068,2.0,2025-12-03T06:00:00.000,High,,,1,Quan,ST,IND,Indian Rupee,7049502.58,False
Torrent Pharmaceuticals Ltd,0P0000CB65,0P0000CB65,E,0.25239,163332.0,6867337.0,0.0,India,TORNTPHARM,14.894,,2,Overvalued,,Healthcare,healthcare,"{'trend': [6158235.0, 6254691.0, 6565119.0, 6867337.0]}",Equity,INE685A01028,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.3717,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,6867337.37,False
Yes Bank Ltd,0P0000AGMN,0P0000AGMN,E,0.25152,28183844.0,6843601.0,0.0,India,532648,3.3475,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [6266943.0, 6893870.0, 6981723.0, 6843601.0]}",Equity,INE528G01035,,,,,,2020-03-16T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.5868,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,6843600.66,False
Muthoot Finance Ltd,0P0000T2FU,0P0000T2FU,E,0.25021,164728.0,6807894.0,0.0,India,533398,81.5628,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [5304026.0, 5632346.0, 6663230.0, 6807894.0]}",Equity,INE414G01012,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.5605,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,6807894.39,False
Embassy Office Parks REIT,0P0001H690,0P0001H690,ER,0.24009,1341556.0,6532652.0,0.0,India,542602,25.2494,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [5923056.0, 6189960.0, 6185883.0, 6532652.0]}",Equity,INE041025011,,,,,,2019-10-17T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,11.2962,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,6532652.41,False
Swiggy Ltd,0P0001U23I,0P0001U23I,E,0.23921,1465800.0,6508538.0,0.0,India,SWIGGY,-17.4103,454.5455,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [6487246.0, 6463653.0, 5990587.0, 6508538.0]}",Equity,INE00H001014,,,,,,2025-06-24T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,6508538.1,False
Marico Ltd,0P0000CHZ6,0P0000CHZ6,E,0.23662,802700.0,6438124.0,0.0,India,531642,15.8953,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [5857763.0, 6216243.0, 6221183.0, 6438124.0]}",Equity,INE196A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.8221,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,6438123.96,False
UPL Ltd,0P0000BWER,0P0000BWER,E,0.23421,771988.0,6372500.0,0.0,India,UPL,37.7934,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [5297593.0, 5979650.0, 6327182.0, 6372500.0]}",Equity,INE628A01036,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.3624,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,6372500.14,False
Mphasis Ltd,0P0000B1KV,0P0000B1KV,E,0.23342,198232.0,6351190.0,0.0,India,526299,-6.7955,,3,Fairly Valued,,Technology,technology,"{'trend': [4653665.0, 4981268.0, 6020807.0, 6351190.0]}",Equity,INE356A01018,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.4691,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,6351190.49,False
Jindal Steel Ltd,0P0000ATMO,0P0000ATMO,E,0.23294,565380.0,6338038.0,0.0,India,532286,3.0777,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [6293274.0, 6487776.0, 6379191.0, 6338038.0]}",Equity,INE749A01030,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,47.7269,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,IND,Indian Rupee,6338037.76,False
Laurus Labs Ltd,0P00019GT8,0P00019GT8,E,0.23152,558400.0,6299343.0,0.0,India,540222,80.2784,,1,Overvalued,,Healthcare,healthcare,"{'trend': [4918707.0, 5728050.0, 6221711.0, 6299343.0]}",Equity,INE947Q01028,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.6737,2.0,2025-12-03T06:00:00.000,High,,,1,Quan,ST,IND,Indian Rupee,6299342.81,False
GE Vernova T&D India Ltd,0P0000CERR,0P0000CERR,E,0.22987,188460.0,6254398.0,0.0,India,522275,58.5663,,2,Overvalued,,Industrials,industrials,"{'trend': [5838226.0, 6157346.0, 5866527.0, 6254398.0]}",Equity,INE200A01026,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.4687,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,6254398.27,False
Polycab India Ltd,0P0001HA3V,0P0001HA3V,E,0.22544,76780.0,6133987.0,0.0,India,542652,-2.3302,,3,Fairly Valued,,Industrials,industrials,"{'trend': [5853746.0, 6362632.0, 6196223.0, 6133987.0]}",Equity,INE455K01017,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.817,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,6133987.38,False
Bharat Forge Ltd,0P0000CKCY,0P0000CKCY,E,0.22537,393672.0,6131968.0,0.0,India,500493,6.0354,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [4994328.0, 5609504.0, 6097916.0, 6131968.0]}",Equity,INE465A01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.0506,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,6131968.05,False
AU Small Finance Bank Ltd,0P0001B98U,0P0001B98U,E,0.22045,557004.0,5998173.0,0.0,India,540611,63.7203,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [4262947.0, 5259579.0, 5748224.0, 5998173.0]}",Equity,INE949L01017,,,,,,2019-09-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.5663,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,5998172.67,False
Bharat Heavy Electricals Ltd,0P0000BX7J,0P0000BX7J,E,0.22012,1957192.0,5989304.0,0.0,India,500103,16.9325,,3,Fairly Valued,,Industrials,industrials,"{'trend': [4883457.0, 5589256.0, 6149798.0, 5989304.0]}",Equity,INE257A01026,,,,,,2023-04-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,34.1309,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,5989304.28,False
MRF Ltd,0P0000B2X2,0P0000B2X2,E,0.20606,3299.0,5606712.0,0.0,India,500290,15.8224,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [5092850.0, 5630146.0, 5461372.0, 5606712.0]}",Equity,INE883A01011,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.5856,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,5606711.75,False
Hyundai Motor India Ltd,0P0001TWL4,0P0001TWL4,E,0.20217,212192.0,5500717.0,0.0,India,HYUNDAI,31.3911,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [5738328.0, 5566212.0, 5332085.0, 5500717.0]}",Equity,INE0V6F01027,,,,,,2025-06-24T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,5500717.41,False
Phoenix Mills Ltd,0P0000D4QX,0P0000D4QX,E,0.202,284784.0,5496169.0,0.0,India,503100,-3.6992,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [4635347.0, 5154290.0, 5343474.0, 5496169.0]}",Equity,INE211B01039,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.4104,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,5496168.88,False
Aurobindo Pharma Ltd,0P0000C9Q2,0P0000C9Q2,E,0.19969,418800.0,5433206.0,0.0,India,AUROPHARMA,-1.2761,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [4749988.0, 5130559.0, 5550133.0, 5433206.0]}",Equity,INE406A01037,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,31.1087,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,5433206.35,True
